visa_type,country,processing_center,processing_time_days
Family,Canada,London,54
Work,India,Sao Paulo,49
Tourist,Canada,Paris,34
Tourist,China,Toronto,46
Business,Japan,Toronto,39
Work,USA,Paris,18
Business,Germany,Sydney,58
Work,USA,Sydney,28
Business,UK,Sydney,56
Tourist,UK,Sao Paulo,16
Family,Brazil,Delhi,31
Business,France,Delhi,30
Work,USA,London,37
Work,India,New York,35
Tourist,Australia,Tokyo,48
Work,Australia,New York,45
Student,India,Beijing,35
Family,Canada,Berlin,35
Business,Japan,Sao Paulo,48
Family,Brazil,Berlin,44
Tourist,Brazil,Sydney,27
Business,Canada,Toronto,27
Business,Germany,Sydney,26
Student,Australia,London,35
Tourist,Brazil,Berlin,43
Work,China,Sydney,60
Student,USA,Beijing,55
Student,Brazil,New York,46
Family,Canada,Delhi,44
Family,Brazil,Tokyo,18
Family,Japan,Paris,59
Student,UK,Beijing,25
Work,UK,Sao Paulo,30
Business,Germany,Delhi,26
Family,Brazil,Beijing,23
Work,USA,Toronto,10
Tourist,France,Delhi,46
Family,Germany,Tokyo,50
Business,France,Berlin,52
Tourist,Brazil,Berlin,30
Tourist,Australia,Delhi,56
Business,Canada,Tokyo,13
Family,China,Sao Paulo,44
Student,France,Paris,27
Business,USA,Sydney,19
Business,Australia,Beijing,38
Business,Brazil,Sydney,50
Tourist,Australia,Beijing,59
Work,Canada,New York,11
Student,USA,Tokyo,17
Family,Canada,Sao Paulo,43
Family,UK,New York,20
Work,Germany,Berlin,53
Business,Germany,London,19
Student,France,Beijing,42
Family,Brazil,London,58
Family,Japan,London,55
Business,India,Sydney,13
Work,China,Sydney,34
Student,Australia,New York,31
Work,Germany,Delhi,14
Work,Canada,Sydney,49
Student,Australia,Delhi,57
Student,India,Sydney,56
Family,Canada,Sao Paulo,54
Family,USA,Sydney,37
Student,USA,Delhi,55
Tourist,India,Toronto,21
Family,Brazil,Beijing,55
Tourist,Japan,Sydney,13
Student,China,Paris,49
Family,China,Delhi,28
Work,Japan,New York,34
Student,Canada,New York,27
Business,China,Tokyo,54
Tourist,Germany,Sydney,56
Student,Canada,Sao Paulo,41
Student,France,Tokyo,26
Family,UK,Beijing,25
Family,France,Tokyo,27
Family,Australia,Tokyo,45
Business,Japan,Delhi,43
Family,Australia,Tokyo,54
Student,China,Toronto,43
Family,USA,Sao Paulo,38
Work,UK,Sao Paulo,57
Family,Germany,Berlin,34
Business,Brazil,Toronto,19
Work,Canada,New York,18
Student,Germany,Toronto,56
Student,Germany,Delhi,27
Tourist,Australia,Delhi,32
Work,USA,New York,15
Tourist,Canada,Beijing,46
Work,Brazil,Sao Paulo,31
Work,Australia,Tokyo,37
Business,France,Sydney,17
Tourist,India,Tokyo,20
Business,Brazil,Toronto,45
Work,Germany,Tokyo,17
Student,Canada,Delhi,18
Work,Germany,Delhi,35
Business,UK,Sydney,56
Tourist,China,New York,58
Tourist,USA,Berlin,39
Business,Australia,Tokyo,53
Tourist,Canada,Berlin,44
Family,India,Tokyo,36
Student,India,Beijing,47
Student,France,Berlin,17
Student,France,Sao Paulo,15
Tourist,Australia,Delhi,59
Tourist,Japan,Sao Paulo,47
Work,India,Sydney,27
Work,Brazil,Tokyo,10
Student,France,Sydney,17
Family,USA,Berlin,58
Work,France,Sao Paulo,21
Work,UK,Delhi,10
Tourist,Australia,Beijing,38
Family,Germany,Berlin,44
Student,UK,Sydney,26
Work,USA,Tokyo,15
Family,India,Beijing,31
Family,Canada,London,56
Student,India,Delhi,17
Family,India,Paris,45
Family,Canada,Delhi,30
Family,UK,Toronto,14
Work,Brazil,New York,40
Student,UK,Sydney,37
Family,Germany,Paris,39
Family,UK,Beijing,22
Work,USA,Delhi,54
Student,UK,Berlin,50
Tourist,China,Toronto,38
Work,Japan,New York,42
Student,USA,Sydney,50
Family,Australia,Sydney,19
Student,Canada,Toronto,56
Student,Australia,Sydney,28
Student,Canada,Tokyo,50
Tourist,Australia,Tokyo,18
Student,China,Berlin,57
Tourist,France,London,25
Family,Japan,Tokyo,53
Tourist,Brazil,Sao Paulo,36
Family,Germany,Berlin,48
Family,India,Beijing,59
Tourist,Canada,Delhi,57
Work,Germany,Sao Paulo,56
Business,Canada,Sydney,48
Student,Canada,Sydney,15
Business,Canada,Sydney,57
Student,Canada,Beijing,28
Student,Canada,Tokyo,40
Family,India,Toronto,28
Student,Australia,Delhi,41
Student,Australia,Beijing,60
Tourist,France,Sao Paulo,50
Business,Canada,London,54
Tourist,USA,Paris,12
Student,Germany,Sydney,31
Family,India,Sao Paulo,20
Tourist,Canada,Sao Paulo,57
Tourist,Canada,Berlin,41
Work,UK,Sao Paulo,13
Student,USA,New York,51
Family,China,Delhi,21
Tourist,Germany,New York,38
Tourist,Brazil,Sydney,13
Family,UK,Toronto,57
Student,Australia,Paris,57
Work,Germany,Beijing,12
Tourist,USA,London,32
Work,UK,Beijing,19
Business,Japan,Tokyo,26
Student,India,Paris,38
Business,France,Paris,46
Business,India,Sydney,51
Business,UK,Toronto,21
Student,Australia,Paris,54
Student,France,Beijing,48
Family,Germany,Sao Paulo,27
Work,UK,Sydney,31
Work,Australia,Tokyo,28
Family,India,London,26
Family,France,Tokyo,51
Business,Japan,Paris,58
Family,Japan,London,51
Tourist,China,Berlin,14
Work,China,Toronto,24
Family,Germany,Berlin,50
Tourist,Germany,Beijing,35
Tourist,Australia,London,49
Tourist,Germany,Berlin,33
Tourist,India,Sydney,52
Business,Japan,Toronto,29
Tourist,Australia,Beijing,30
Business,France,Sydney,44
Business,Canada,Delhi,36
Tourist,Germany,Paris,45
Work,UK,Sydney,19
Tourist,Brazil,Toronto,46
Tourist,India,Paris,56
Tourist,Germany,Beijing,43
Work,Canada,New York,53
Student,India,Toronto,35
Student,Japan,Berlin,20
Business,Japan,Toronto,29
Business,Australia,Berlin,42
Work,Japan,New York,15
Family,Germany,Delhi,11
Student,France,London,56
Business,USA,Delhi,57
Student,USA,London,18
Work,China,London,41
Work,India,Paris,28
Family,France,Toronto,34
Family,Canada,London,39
Work,Germany,Toronto,26
Business,USA,Paris,22
Student,Canada,Sao Paulo,34
Tourist,Japan,Sao Paulo,60
Family,Japan,Delhi,23
Tourist,USA,Berlin,27
Business,USA,Toronto,25
Family,Canada,Beijing,17
Tourist,UK,London,52
Business,India,Berlin,30
Student,India,Sao Paulo,24
Business,Canada,New York,10
Family,UK,Paris,24
Work,Japan,Beijing,26
Student,UK,Sao Paulo,47
Tourist,UK,New York,35
Family,UK,New York,23
Work,India,Sao Paulo,57
Business,UK,Delhi,42
Work,Canada,Sao Paulo,51
Family,France,Paris,60
Family,Germany,Paris,24
Work,China,Sydney,33
Business,China,New York,30
Work,China,London,27
Family,France,Tokyo,16
Family,France,Berlin,27
Tourist,USA,Toronto,27
Tourist,Germany,Toronto,10
Student,Canada,Berlin,32
Family,USA,Delhi,16
Tourist,UK,Delhi,29
Work,Germany,London,41
Business,Australia,Tokyo,14
Work,Australia,Paris,53
Business,Germany,London,31
Tourist,Australia,Paris,41
Student,USA,Beijing,51
Work,France,Berlin,16
Work,Germany,New York,16
Work,Australia,Toronto,60
Business,Canada,Toronto,30
Tourist,Australia,Toronto,53
Work,UK,Tokyo,18
Work,USA,Tokyo,53
Student,Japan,New York,55
Student,India,Sao Paulo,53
Tourist,USA,Tokyo,56
Tourist,Brazil,Delhi,24
Family,Brazil,Toronto,58
Student,India,Sao Paulo,35
Family,France,Delhi,17
Business,China,London,11
Family,Australia,Sao Paulo,18
Work,Canada,Sydney,45
Family,France,Sao Paulo,27
Tourist,Brazil,Tokyo,33
Business,Germany,Beijing,12
Work,India,New York,54
Family,France,Toronto,30
Business,China,Delhi,20
Business,Germany,Sao Paulo,10
Work,UK,Berlin,21
Family,USA,New York,53
Business,India,Paris,58
Business,Brazil,Tokyo,15
Student,Canada,New York,16
Business,UK,New York,13
Student,UK,Sao Paulo,55
Family,France,Tokyo,17
Family,India,Paris,32
Family,USA,Berlin,59
Tourist,India,Delhi,49
Family,Germany,Tokyo,60
Business,China,Beijing,23
Work,UK,Sydney,46
Student,UK,New York,42
Tourist,Brazil,Toronto,55
Family,UK,Delhi,14
Family,USA,Toronto,15
Work,Canada,Paris,55
Work,India,Toronto,54
Tourist,Canada,Berlin,54
Student,Brazil,Paris,32
Family,France,Delhi,24
Tourist,Germany,Paris,56
Business,UK,Delhi,43
Business,Japan,Paris,12
Tourist,Brazil,Sao Paulo,39
Family,Germany,New York,25
Tourist,India,Beijing,23
Family,Australia,Delhi,30
Work,China,Delhi,11
Tourist,Australia,Beijing,58
Family,UK,Beijing,29
Tourist,Canada,Beijing,27
Tourist,UK,Paris,50
Family,Germany,Beijing,28
Family,Canada,Toronto,26
Student,China,Sao Paulo,23
Tourist,Brazil,New York,22
Business,Germany,Sao Paulo,36
Tourist,Germany,Sao Paulo,15
Tourist,Brazil,Tokyo,44
Family,Japan,Berlin,44
Tourist,UK,Delhi,27
Tourist,Brazil,Beijing,43
Business,France,Berlin,45
Family,Germany,Tokyo,31
Tourist,Japan,Beijing,53
Work,USA,Berlin,13
Student,Australia,Paris,59
Business,Canada,Paris,50
Tourist,UK,London,38
Work,Germany,Toronto,41
Tourist,Canada,Berlin,22
Tourist,Australia,Sydney,33
Family,China,Paris,25
Family,Germany,New York,10
Family,Germany,Paris,35
Work,Canada,Sao Paulo,25
Tourist,Germany,Tokyo,54
Student,Germany,London,60
Business,Brazil,Toronto,57
Family,France,Paris,52
Family,India,Toronto,37
Tourist,China,New York,29
Tourist,India,Sao Paulo,41
Work,UK,Beijing,16
Work,France,Sao Paulo,15
Family,Germany,Tokyo,28
Tourist,UK,Tokyo,17
Student,China,Sao Paulo,26
Business,USA,Paris,28
Tourist,USA,Sydney,55
Tourist,Canada,Toronto,58
Work,USA,Toronto,28
Business,Germany,Delhi,18
Family,India,Berlin,43
Tourist,Japan,Toronto,43
Family,Brazil,London,43
Tourist,India,Toronto,11
Family,India,Delhi,26
Business,Japan,Beijing,58
Work,Germany,Sao Paulo,19
Business,Brazil,New York,49
Student,China,Beijing,13
Work,UK,Beijing,32
Business,Canada,Paris,32
Student,USA,Berlin,18
Tourist,Australia,Delhi,55
Tourist,Australia,London,17
Family,India,Paris,55
Work,Brazil,London,48
Tourist,Japan,Sydney,27
Work,India,Sao Paulo,38
Tourist,Australia,Sao Paulo,13
Family,Germany,New York,26
Business,France,New York,47
Family,USA,London,15
Student,France,London,32
Tourist,Brazil,Paris,17
Student,USA,New York,49
Student,USA,New York,60
Work,Japan,Paris,21
Tourist,Germany,Toronto,26
Student,France,Tokyo,54
Business,India,Berlin,24
Student,Brazil,Berlin,13
Business,Australia,Berlin,53
Work,India,Toronto,26
Student,Canada,Paris,36
Family,USA,Paris,56
Work,Japan,London,56
Business,UK,Sao Paulo,29
Work,Brazil,Paris,44
Student,Germany,Toronto,38
Tourist,USA,London,22
Tourist,Brazil,Tokyo,33
Business,China,Beijing,27
Business,Brazil,Sydney,44
Tourist,UK,Sao Paulo,36
Business,India,London,53
Work,Brazil,London,55
Family,Australia,Toronto,23
Family,Canada,London,24
Work,Australia,Delhi,34
Family,India,New York,18
Student,France,Sydney,38
Work,China,New York,47
Business,Germany,Sao Paulo,28
Work,France,Paris,22
Tourist,UK,Sydney,20
Business,China,Sydney,20
Tourist,Japan,Sydney,25
Business,Japan,Toronto,25
Family,Germany,New York,36
Work,UK,Sydney,53
Student,China,Paris,15
Business,Germany,Sao Paulo,20
Business,Australia,Berlin,19
Tourist,Australia,London,44
Family,China,Sydney,58
Tourist,Brazil,Paris,35
Tourist,France,Berlin,33
Family,Japan,Delhi,60
Student,Brazil,Berlin,38
Tourist,Germany,Beijing,19
Tourist,France,Sao Paulo,57
Business,Brazil,London,32
Family,USA,Paris,37
Work,China,New York,52
Student,UK,Berlin,45
Student,Australia,Sydney,48
Family,USA,Paris,18
Business,Germany,Beijing,27
Business,France,New York,26
Family,China,Tokyo,35
Business,France,London,38
Student,France,London,31
Student,UK,Toronto,13
Work,India,Tokyo,53
Family,UK,Delhi,53
Tourist,Brazil,Beijing,56
Tourist,India,Sao Paulo,26
Work,USA,Beijing,28
Work,France,New York,44
Business,China,Paris,34
Work,Japan,Delhi,14
Work,Germany,Sao Paulo,12
Tourist,UK,Sydney,54
Business,India,Berlin,29
Work,India,London,26
Work,India,Sao Paulo,53
Business,Brazil,Toronto,37
Family,UK,Sao Paulo,30
Business,Canada,New York,25
Tourist,France,Sydney,36
Family,France,London,10
Student,USA,Delhi,50
Business,Japan,London,17
Tourist,Japan,Tokyo,51
Family,Germany,Berlin,25
Business,Brazil,Beijing,31
Work,Canada,Berlin,52
Business,Canada,Sydney,37
Student,France,Sao Paulo,36
Business,France,New York,14
Family,Canada,New York,41
Family,Australia,Sao Paulo,21
Business,Australia,London,36
Family,Australia,Sydney,57
Work,Canada,Beijing,28
Business,Japan,Paris,55
Work,India,Berlin,30
Work,Brazil,Sydney,54
Tourist,UK,Paris,33
Business,Germany,Toronto,53
Family,Japan,Tokyo,13
Work,USA,Delhi,11
Tourist,China,Beijing,34
Business,France,New York,27
Business,Canada,Sydney,35
Student,France,Tokyo,44
Student,USA,Paris,52
Work,France,Tokyo,13
Student,Australia,Sydney,60
Work,Canada,Tokyo,12
Family,USA,Sydney,39
Work,Germany,Toronto,16
Student,India,London,58
Family,Australia,London,52
Student,UK,Tokyo,22
Work,Australia,Tokyo,33
Tourist,India,London,13
Business,India,London,18
Student,USA,Toronto,27
Work,Brazil,Delhi,32
Family,Germany,Delhi,40
Student,China,New York,38
Student,China,Sao Paulo,32
Business,China,Sydney,11
Work,Canada,New York,46
Tourist,USA,New York,28
Family,Germany,Sydney,30
Work,UK,Tokyo,27
Family,UK,Beijing,58
Student,USA,London,40
Business,Australia,New York,47
Business,China,New York,47
Tourist,China,New York,12
Business,France,Berlin,56
Student,USA,Sydney,28
Tourist,Germany,Berlin,60
Work,USA,London,22
Business,Australia,New York,19
Tourist,Canada,Toronto,34
Student,France,Sao Paulo,26
Family,Australia,Berlin,20
Family,Germany,New York,14
Student,Australia,Sydney,34
Student,France,Tokyo,24
Family,USA,Paris,57
Tourist,Germany,Toronto,19
Family,Canada,Toronto,34
Student,Japan,Beijing,19
Business,Japan,Toronto,23
Work,France,Toronto,23
Business,France,Sao Paulo,37
Business,China,Berlin,43
Student,France,New York,60
Family,USA,Toronto,34
Tourist,Canada,New York,59
Business,China,Toronto,42
Family,Canada,Paris,37
Tourist,Canada,Toronto,41
Business,Canada,London,38
Tourist,Germany,Toronto,42
Family,India,Sao Paulo,50
Work,USA,Delhi,14
Family,Germany,Sao Paulo,48
Student,India,New York,51
Tourist,Japan,Delhi,22
Work,UK,Delhi,46
Tourist,Australia,Delhi,39
Tourist,China,Sydney,35
Business,UK,Berlin,14
Student,France,Toronto,43
Tourist,USA,Beijing,15
Family,UK,Beijing,46
Family,France,Berlin,59
Business,UK,Beijing,41
Student,France,Toronto,51
Student,Germany,Sydney,54
Family,USA,Toronto,27
Work,India,Berlin,10
Business,India,Sydney,56
Business,USA,Sydney,43
Family,Germany,Sydney,28
Family,Japan,London,57
Work,Germany,Sydney,19
Work,UK,Tokyo,11
Student,France,New York,10
Business,France,London,10
Business,Japan,London,39
Family,Japan,London,16
Student,Japan,Sydney,18
Business,China,New York,18
Student,Brazil,Tokyo,18
Student,China,Toronto,11
Family,USA,London,13
Student,France,Paris,48
Work,USA,Berlin,42
Work,UK,Toronto,26
Tourist,Japan,Sydney,18
Family,USA,Delhi,38
Tourist,India,Sydney,46
Work,Canada,Sao Paulo,27
Tourist,Germany,Paris,20
Family,China,Sao Paulo,19
Family,China,Sydney,50
Student,UK,Beijing,41
Business,Australia,Delhi,47
Student,France,Tokyo,54
Family,USA,Toronto,56
Work,Australia,Delhi,14
Work,France,London,12
Student,India,Sao Paulo,20
Family,China,Paris,28
Work,India,Tokyo,49
Family,China,Sydney,32
Work,Japan,New York,40
Family,Australia,Sydney,42
Tourist,Australia,Toronto,31
Family,Canada,Berlin,55
Family,UK,Tokyo,22
Student,USA,Sao Paulo,21
Tourist,Japan,Sao Paulo,55
Business,Japan,Sydney,53
Student,Germany,Toronto,28
Business,USA,London,18
Work,China,London,14
Business,France,Toronto,49
Family,Brazil,Beijing,44
Business,Australia,New York,53
Student,Canada,New York,13
Student,Brazil,London,58
Business,USA,Paris,35
Student,India,Toronto,58
Student,India,Toronto,17
Business,India,Toronto,37
Tourist,Australia,New York,37
Tourist,China,Sydney,39
Work,Japan,Delhi,32
Student,Japan,Beijing,35
Business,UK,Paris,54
Student,Australia,Tokyo,16
Family,Australia,Sydney,19
Student,Brazil,Sao Paulo,32
Student,Brazil,Sydney,52
Tourist,India,Beijing,17
Business,Japan,Berlin,25
Student,China,Toronto,16
Tourist,Australia,Delhi,18
Work,Brazil,Tokyo,24
Tourist,France,Paris,49
Tourist,India,Sao Paulo,42
Tourist,France,Delhi,19
Student,Australia,Delhi,11
Student,India,Tokyo,32
Work,Japan,New York,57
Family,Japan,Beijing,50
Family,Brazil,Delhi,28
Family,France,Sao Paulo,53
Work,Germany,London,12
Family,India,Sydney,54
Family,India,London,27
Tourist,France,Beijing,58
Student,Brazil,Tokyo,14
Student,France,London,58
Tourist,India,Toronto,15
Tourist,France,Paris,10
Tourist,France,Toronto,51
Student,Brazil,Berlin,15
Family,Brazil,Sao Paulo,19
Tourist,UK,Sydney,47
Work,India,Paris,59
Tourist,UK,Sydney,30
Business,France,Berlin,19
Tourist,France,Paris,47
Student,Germany,Toronto,41
Tourist,USA,Paris,34
Business,Canada,New York,36
Work,Brazil,Sydney,59
Family,France,Sydney,32
Tourist,UK,Berlin,23
Business,Australia,Berlin,21
Business,USA,Beijing,26
Work,France,Tokyo,44
Student,Japan,London,41
Tourist,India,Tokyo,35
Business,China,Tokyo,18
Work,Australia,London,57
Family,USA,London,13
Business,Australia,Delhi,42
Work,Germany,Berlin,38
Student,Australia,Paris,49
Student,Brazil,Berlin,52
Business,Brazil,Berlin,26
Business,France,Toronto,17
Tourist,Canada,Berlin,44
Work,UK,Sao Paulo,22
Business,USA,Beijing,50
Tourist,USA,Delhi,13
Tourist,USA,Sao Paulo,33
Business,Brazil,Beijing,58
Student,Canada,Beijing,53
Work,Brazil,Beijing,48
Work,China,Sydney,57
Student,USA,Delhi,47
Business,Canada,Beijing,51
Work,Germany,Delhi,15
Business,Canada,Delhi,21
Business,France,Toronto,38
Tourist,Australia,Sao Paulo,47
Student,Japan,Tokyo,44
Business,Brazil,Tokyo,41
Family,Canada,Delhi,58
Student,France,Sydney,18
Work,Australia,Tokyo,12
Tourist,Germany,Delhi,19
Work,France,New York,53
Work,China,Sao Paulo,25
Student,China,London,60
Work,Australia,Toronto,60
Business,USA,Sao Paulo,24
Work,Japan,Paris,19
Tourist,France,London,47
Tourist,USA,Berlin,57
Family,India,Delhi,32
Tourist,Brazil,Sao Paulo,46
Work,China,Toronto,18
Tourist,China,New York,50
Student,USA,Toronto,42
Tourist,Canada,Toronto,26
Business,UK,Sao Paulo,42
Student,UK,Sydney,44
Family,Brazil,Toronto,27
Business,UK,Delhi,18
Work,China,Sao Paulo,57
Work,Canada,New York,23
Work,China,Berlin,50
Business,Japan,London,27
Business,China,Paris,30
Business,Germany,New York,14
Student,Brazil,London,54
Student,Canada,Sao Paulo,15
Work,Brazil,Berlin,38
Tourist,Japan,Delhi,43
Work,Japan,Sao Paulo,48
Family,France,Toronto,55
Student,Australia,Berlin,10
Business,Australia,Delhi,35
Student,USA,Delhi,29
Business,Germany,Beijing,17
Family,Japan,Berlin,21
Family,Japan,Delhi,57
Student,USA,Sydney,58
Business,Japan,Beijing,37
Family,Germany,Toronto,60
Work,Canada,New York,33
Work,Canada,New York,47
Business,Australia,Sao Paulo,53
Student,France,Tokyo,54
Family,USA,Sydney,55
Student,UK,London,18
Work,Brazil,New York,12
Family,Germany,Tokyo,49
Student,UK,Berlin,42
Tourist,India,Tokyo,13
Business,Australia,Paris,54
Business,Germany,Paris,17
Tourist,Japan,Toronto,37
Work,India,Berlin,46
Family,Japan,Toronto,22
Business,Brazil,Sao Paulo,53
Tourist,Germany,Berlin,25
Tourist,France,Sydney,32
Work,UK,Beijing,13
Work,Canada,Berlin,17
Student,UK,Sydney,28
